Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,Stream Processors,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Max Resolution,CrossFireX Support,Virtual Reality Ready,Cooler,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,CUDA Cores,DirectX,SLI Support,Form Factor,Other Ports,Thermal Design Power,Eyefinity Support,DVI,Dual-Link DVI Supported,Operating Systems Supported,Link
GIGABYTE,Dual,GV-N206SGAMING OC-8GC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce RTX 2060 SUPER,1815 MHz,OC mode: 1860 MHzGaming mode: 1830 MHz,,14000 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 3X,System PSU Limitation: 550W,"1 x 6-pin, 1 x 8-pin",2.2,Powered by GeForce RTX 2060 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fans4 Copper Heat Pipes direct touch GPURGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,280 mm,"11.04"" x 4.58""",Dual Slot,Accessories:Quick guideDriver CD,2176,DirectX 12,No,ATX,1 x USB Type-C (support VirtualLink),175W,,,,
ASUS,Dual,DUAL-RTX2080-O8G,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,1515 MHz,OC Mode: 1830 MHzGaming Mode: 1800 MHz,,14000 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320,,Yes,Double Fans,System PSU Limitation: 550W,"1 x 6-pin, 1 x 8-pin",2.2,"NVIDIA TURING: ASUS GeForce RTX graphics cards are powered by the Turing GPU architecture and the all-new RTX platform. This gives you up to 6X the performance of previous-generation graphics cards and brings the power of real-time ray tracing and AI to games.DirectX 12: Power new visual effects and rendering techniques for more lifelike gaming.4K: Step up to the ultimate 4K gaming experience with GeForce RTX and enjoy today's biggest games in amazing detail.Unique Wing-blade Fans deliver high air pressure, reduced noise levels, IP5X certified dust resistance, and 0dB mode for silent gaming.2.7-Slot Design to expand cooling surface area by more than 50% compared to last gen.Reinforced by a Protective Backplate that prevents PCB flex and trace damage.144-Hour Validation Program puts cards through a series of stringent tests to ensure reliability.GPU Tweak II provides intuitive performance tweaking and thermal controls.",268 mm,"10.53"" x 4.47""",2.7-slot,Accessories:1 x CD1 x Quick Guide,2944,DirectX 12,SLI Ready,ATX,1 x USB TYPE-C,215W,,,,
ASUS,ROG STRIX,ROG-STRIX-RTX2080-O8G-GAMING,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,1515 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,14000 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,2 x HDMI 2.0b,4,2 x DisplayPort 1.4,7680 x 4320,,Yes,Triple Fans,System PSU Limitation: 550W,2 x 8-Pin,2.2,"NVIDIA TURING: ROG GeForce RTX graphics cards are powered by the Turing GPU architecture and the all-new RTX platform. This gives you up to 6X the performance of previous-generation graphics cards and brings the power of real-time ray tracing and AI to games.DirectX 12: Power new visual effects and rendering techniques for more lifelike gaming.4K: Step up to the ultimate 4K gaming experience with GeForce RTX and enjoy today's biggest games in amazing detail.Axial-tech Fans feature an all-around better design and IP5X dust resistance.2.7-Slot Design expands cooling surface area by over 20% compared to last gen.MaxContact Technology allows 2X more contact with the GPU chip for improved thermal transfer.Auto-Extreme Technology uses automation to enhance reliability.Super Alloy Power II includes premium alloy chokes, solid polymer capacitors, and an array of high-current power stages to fuel Turing's cores.ASUS FanConnect II equips 2 hybrid-controlled fan headers for optimal system cooling.GPU Tweak II provides intuitive performance tweaking and thermal controls.",300 mm,"11.80"" x 5.13""",2.7-slot,Accessory:1 x ROG velcro hook & loop1 x CD1 x Quick Guide,2944,DirectX 12,SLI Ready,ATX,1 x USB TYPE-C,215W,,,,
GIGABYTE,ROG STRIX,GV-N206SWF2OC-8GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060 SUPER,1680 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,14000 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 2X,System PSU Limitation: 550W,8-Pin,2.2,Powered by GeForce RTX 2060 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection Back Plate,265 mm,"10.43"" x 4.76""",Dual Slot,Accessories:Quick guideDriver CD,2176,DirectX 12,No,ATX,1 x USB TYPE-C,175W,,,,
GIGABYTE,AORUS,GV-N166TAORUS-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,1890 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,12000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,DisplayPort 1.4: 4096 x 2160 @ 60 HzHDMI 2.0b: 7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 3X,Recommended PSU: 450WGPU-TDP: 90W (Real)Total Graphics Power-TGP: 200W (Real),8-Pin,2.2,Powered by GeForce GTX 1660 TiIntegrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal back plate with RGB IlluminationBuilt for Extreme Overclocking 6+2 Power Phases,280 mm,"11.02"" x 4.73""",Dual Slot,Accessories:AORUS metal stickerQuick guideDriver CD,1536,DirectX 12,No,ATX,1 x USB TYPE-C,175W,,,,
GIGABYTE,AORUS,GV-N166TGAMING OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,1860 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,12000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 3X,Recommended PSU: 450W,8-Pin,2.2,Powered by GeForce GTX 1660 TiIntegrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesProtection back plate,280 mm,"11.02"" x 4.59""",Dual Slot,Accessories:Quick guideDriver CD,1536,DirectX 12,No,ATX,1 x USB TYPE-C,120W,,,,
GIGABYTE,AORUS,GV-N208SWF3OC-8GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce RTX 2080 SUPER,1830 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,15500 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 3X,Recommended Power Supply: 650W,"1 x 8-Pin, 1 x 6-Pin",2.2,Powered by GeForce RTX 2080 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansExtreme Durability and OverclockingProtection Metal Back Plate,286 mm,"11.26"" x 4.49""",2.5 slot,Accessories:Quick guideDriver CD,3072,DirectX 12,2-way NVIDIA NVLINK,ATX,1 x USB TYPE-C,120W,,,,
GIGABYTE,AORUS,GV-N2060GAMINGOC PRO-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1830 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,14000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 3X,System PSU Limitation (W): 500,8-Pin,2.2,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,280 mm,"11.04"" x 4.58""",Dual Slot,Accessories:Quick guideDriver CD,1920,DirectX 12,No,ATX,1 x USB TYPE-C,160W,,,,
GIGABYTE,AORUS,GV-N1660OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660,1830 MHz,OC Mode: 1890 MHz Gaming Mode: 1860 MHz,,8002 MHz,6GB,192-Bit,GDDR5,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320,,Yes,WINDFORCE 2X,System PSU Limitation (W): 450GPU-TDP (W): 86 (Real)Total Graphics Power-TGP (W): 135 (Real),8-Pin,2.2,Powered by GeForce GTX 1660Integrated with 6GB GDDR5 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,224 mm,"8.82"" x 4.76""",Dual Slot,Accessories:Quick guideDriver CD,1408,DirectX 12,No,ATX,1 x USB TYPE-C,160W,,,,
GIGABYTE,AORUS,GV-R57XT-8GD-B,PCI Express 4.0 x16,AMD,AMD Radeon RX 5700 Series,Radeon RX 5700 XT,1605 MHz,1905 MHz,2560 Stream Processors,14000 MHz,8GB,256-Bit,GDDR6,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,Single Fan,System PSU Limitation: 600W,1 x 8-pin and 1 x 6-pin,2.2,Powered by AMD Radeon RX 5700 XTRDNA Architecture with 7nm Processor TechnologyPCI Express 4.0 Support8GB GDDR6 256-bit memory interfaceSystem power supply requirement: 600W,270 mm,"10.63"" x 4.33""",Dual Slot,Accessories:ManualDriver CD,1408,DirectX 12,No,ATX,1 x USB TYPE-C,225W,Yes,,,
EVGA,AORUS,06G-P4-2167-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1605 MHz,1830 MHz,2560 Stream Processors,14000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,2 x DisplayPort 1.4,7680 x 4320,,Yes,Double Fans,"500W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",8-Pin,2.2,"NVIDIA AnselReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API, Vulkan API, OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1",268 mm,"10.55"" x 4.38""",Dual Slot,Accessories:ManualDriver CD,1920,DirectX 12,No,ATX,1 x USB TYPE-C,160W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 (64-bit), Windows 7 (64-bit)"
ZOTAC,AORUS,ZT-T20600F-10M,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1605 MHz,1680 MHz,2560 Stream Processors,14.0 Gbps,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320,,Yes,Double Fans,Recommended Power Supply: 500W,8-Pin,Yes,"NVIDIA AnselReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API, Vulkan API, OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1",210 mm,"8.30"" x 4.70""",Dual Slot,ZOTAC GAMING GeForce RTX 2060 Twin Fan graphics cardUser Manual,1920,DirectX 12,No,ATX,1 x USB TYPE-C,160W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 (64-bit), Windows 7 (64-bit)"
GIGABYTE,AORUS,GV-N2080AORUSX WB-8GC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080,1890 MHz,1680 MHz,2560 Stream Processors,14140 MHz,8GB,256-Bit,GDDR6,OpenGL 4.5,3 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WATERFORCE Water Block,Recommended PSU: 650W,2 x 8-Pin,Yes,Powered by GeForce RTX 2080Integrated with 8GB GDDR6 256-bit memory interfaceWATERFORCE Water Block cooling system7 Video OutputsRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate with RGB AORUS LOGO IlluminationBuilt for Extreme Overclocking 12+2 Power Phases,291 mm,"11.47"" x 6.26""",Dual Slot,Accessories:AORUS metal stickerQuick guideI/O guideDriver CDWater Block installationThermal grease,2944,DirectX 12,2-way NVIDIA NVLINK,ATX,1 x USB Type-C (support VirtualLink),215W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 (64-bit), Windows 7 (64-bit)"
GIGABYTE,AORUS,GV-N166TWF2OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,1845 MHz,1680 MHz,2560 Stream Processors,12000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 2X,Recommended PSU: 450W,8-Pin,Yes,Powered by GeForce GTX 1660 TiIntegrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection back plate,265 mm,"10.43"" x 4.75""",Dual Slot,Accessories:Quick guideDriver CD,1536,DirectX 12,No,ATX,1 x USB Type-C (support VirtualLink),120W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 (64-bit), Windows 7 (64-bit)"
GIGABYTE,AORUS,GV-N2060AORUS X-6GC REV2.0,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1845 MHz,1680 MHz,2560 Stream Processors,14140 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE STACK,System PSU Limitation (W): 500,"1 x 6-Pin, 1 x 8-Pin",Yes,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE Stack 3X 100mm Cooling SystemAdvanced Copper Back Plate CoolingRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate with RGB AORUS LOGO IlluminationBuilt for Extreme Overclocking 8+2 Power Phases,290 mm,"11.42"" x 5.51""",Triple Slot,Accessories:AORUS metal stickerQuick guideDriver CD,1920,DirectX 12,No,ATX,1 x USB Type-C,160W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 (64-bit), Windows 7 (64-bit)"
ZOTAC,AORUS,ZT-T20610E-10M,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060 SUPER,1845 MHz,1650 MHz,2560 Stream Processors,14 Gbps,8GB,256-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,Double Fans,Recommended Power Supply: 550W,8-Pin,Yes,GDDR6 memorySuper CompactIceStorm 2.0 CoolingMetal Wraparound BackplateOC Scanner,210 mm,"8.30"" x 4.70""",Dual Slot,ZOTAC GAMING GeForce RTX 2060 SUPER MINI graphics cardUser Manual,2176,DirectX 12,No,ATX,1 x USB Type-C,175W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 / 7 64-bit, Linux 64-bit"
GIGABYTE,AORUS,GV-N2060OC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1755 MHz,1650 MHz,2560 Stream Processors,14000 MHz,6GB,192-Bit,GDDR6,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,7680 x 4320 @ 60 Hz,,Yes,WINDFORCE 2X,System PSU Limitation (W): 500,8-Pin,Yes,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,226 mm,"8.88"" x 4.80""",Dual Slot,Accessories:Quick guideDriver CD,1920,DirectX 12,No,ATX,1 x USB Type-C,160W,Yes,1 x Dual-Link DVI-D,Yes,"Windows 10 / 7 64-bit, Linux 64-bit"
